,game,model,experiment,episode,metric,value
39,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,1_similar_image,episode_9,Success,0
40,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,1_similar_image,episode_9,Lose,1
41,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,1_similar_image,episode_9,Main Score,0
42,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,1_similar_image,episode_7,Violated Request Count,0
43,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,1_similar_image,episode_7,Parsed Request Count,16
44,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,1_similar_image,episode_7,Request Count,16
45,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,1_similar_image,episode_7,Aborted,0
46,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,1_similar_image,episode_7,Success,0
47,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,1_similar_image,episode_7,Lose,1
48,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,1_similar_image,episode_7,Main Score,0
49,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,1_similar_image,episode_1,Violated Request Count,0
50,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,1_similar_image,episode_1,Parsed Request Count,16
51,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,1_similar_image,episode_1,Request Count,16
52,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,1_similar_image,episode_1,Aborted,0
53,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,1_similar_image,episode_1,Success,0
54,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,1_similar_image,episode_1,Lose,1
55,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,1_similar_image,episode_1,Main Score,0
56,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,1_similar_image,episode_6,Violated Request Count,0
57,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,1_similar_image,episode_6,Parsed Request Count,16
58,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,1_similar_image,episode_6,Request Count,16
59,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,1_similar_image,episode_6,Aborted,0
60,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,1_similar_image,episode_6,Success,0
61,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,1_similar_image,episode_6,Lose,1
62,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,1_similar_image,episode_6,Main Score,0
63,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,1_similar_image,episode_0,Violated Request Count,0
64,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,1_similar_image,episode_0,Parsed Request Count,16
65,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,1_similar_image,episode_0,Request Count,16
66,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,1_similar_image,episode_0,Aborted,0
67,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,1_similar_image,episode_0,Success,0
68,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,1_similar_image,episode_0,Lose,1
69,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,1_similar_image,episode_0,Main Score,0
70,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_4,Violated Request Count,0
71,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_4,Parsed Request Count,16
72,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_4,Request Count,16
73,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_4,Aborted,0
74,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_4,Success,0
75,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_4,Lose,1
76,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_4,Main Score,0
77,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_3,Violated Request Count,0
78,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_3,Parsed Request Count,16
79,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_3,Request Count,16
80,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_3,Aborted,0
81,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_3,Success,0
82,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_3,Lose,1
83,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_3,Main Score,0
84,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_8,Violated Request Count,0
85,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_8,Parsed Request Count,16
86,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_8,Request Count,16
87,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_8,Aborted,0
88,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_8,Success,0
89,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_8,Lose,1
90,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_8,Main Score,0
91,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_2,Violated Request Count,0
92,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_2,Parsed Request Count,16
93,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_2,Request Count,16
94,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_2,Aborted,0
95,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_2,Success,0
96,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_2,Lose,1
97,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_2,Main Score,0
98,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_5,Violated Request Count,0
99,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_5,Parsed Request Count,16
100,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_5,Request Count,16
101,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_5,Aborted,0
102,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_5,Success,0
103,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_5,Lose,1
104,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_5,Main Score,0
105,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_9,Violated Request Count,0
106,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_9,Parsed Request Count,16
107,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_9,Request Count,16
108,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_9,Aborted,0
109,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_9,Success,0
110,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_9,Lose,1
111,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_9,Main Score,0
112,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_7,Violated Request Count,0
113,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_7,Parsed Request Count,16
114,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_7,Request Count,16
115,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_7,Aborted,0
116,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_7,Success,0
117,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_7,Lose,1
118,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_7,Main Score,0
119,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_1,Violated Request Count,0
120,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_1,Parsed Request Count,16
121,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_1,Request Count,16
122,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_1,Aborted,0
123,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_1,Success,0
124,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_1,Lose,1
125,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_1,Main Score,0
126,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_6,Violated Request Count,0
127,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_6,Parsed Request Count,16
128,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_6,Request Count,16
129,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_6,Aborted,0
130,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_6,Success,0
131,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_6,Lose,1
132,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_6,Main Score,0
133,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_0,Violated Request Count,0
134,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_0,Parsed Request Count,16
135,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_0,Request Count,16
136,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_0,Aborted,0
137,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_0,Success,0
138,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_0,Lose,1
139,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,2_different_image,episode_0,Main Score,0
140,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,0_same_image,episode_4,Violated Request Count,0
141,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,0_same_image,episode_4,Parsed Request Count,16
142,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,0_same_image,episode_4,Request Count,16
143,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,0_same_image,episode_4,Aborted,0
144,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,0_same_image,episode_4,Success,1
145,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,0_same_image,episode_4,Lose,0
146,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,0_same_image,episode_4,Main Score,100
147,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,0_same_image,episode_3,Violated Request Count,0
148,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,0_same_image,episode_3,Parsed Request Count,16
149,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,0_same_image,episode_3,Request Count,16
150,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,0_same_image,episode_3,Aborted,0
151,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,0_same_image,episode_3,Success,1
152,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,0_same_image,episode_3,Lose,0
153,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,0_same_image,episode_3,Main Score,100
154,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,0_same_image,episode_8,Violated Request Count,0
155,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,0_same_image,episode_8,Parsed Request Count,16
156,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,0_same_image,episode_8,Request Count,16
157,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,0_same_image,episode_8,Aborted,0
158,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,0_same_image,episode_8,Success,1
159,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,0_same_image,episode_8,Lose,0
160,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,0_same_image,episode_8,Main Score,100
161,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,0_same_image,episode_2,Violated Request Count,0
162,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,0_same_image,episode_2,Parsed Request Count,16
163,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,0_same_image,episode_2,Request Count,16
164,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,0_same_image,episode_2,Aborted,0
165,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,0_same_image,episode_2,Success,1
166,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,0_same_image,episode_2,Lose,0
167,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,0_same_image,episode_2,Main Score,100
168,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,0_same_image,episode_5,Violated Request Count,0
169,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,0_same_image,episode_5,Parsed Request Count,16
170,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,0_same_image,episode_5,Request Count,16
171,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,0_same_image,episode_5,Aborted,0
172,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,0_same_image,episode_5,Success,1
173,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,0_same_image,episode_5,Lose,0
174,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,0_same_image,episode_5,Main Score,100
175,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,0_same_image,episode_9,Violated Request Count,0
176,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,0_same_image,episode_9,Parsed Request Count,16
177,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,0_same_image,episode_9,Request Count,16
178,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,0_same_image,episode_9,Aborted,0
179,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,0_same_image,episode_9,Success,1
180,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,0_same_image,episode_9,Lose,0
181,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,0_same_image,episode_9,Main Score,100
182,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,0_same_image,episode_7,Violated Request Count,0
183,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,0_same_image,episode_7,Parsed Request Count,16
184,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,0_same_image,episode_7,Request Count,16
185,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,0_same_image,episode_7,Aborted,0
186,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,0_same_image,episode_7,Success,1
187,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,0_same_image,episode_7,Lose,0
188,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,0_same_image,episode_7,Main Score,100
189,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,0_same_image,episode_1,Violated Request Count,0
190,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,0_same_image,episode_1,Parsed Request Count,16
191,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,0_same_image,episode_1,Request Count,16
192,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,0_same_image,episode_1,Aborted,0
193,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,0_same_image,episode_1,Success,1
194,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,0_same_image,episode_1,Lose,0
195,matchit,MiniCPM-Llama3-V-2_5-t0.0--MiniCPM-Llama3-V-2_5-t0.0,0_same_image,episode_1,Main Score,100
